Price,Brand,Model,Ram size,Quantity,Ram type,Ram speed,CAS latency,Link
41.99,TEAMGROUP,Elite 16,16,1,DDR4,3200,22,https://amazon.com/dp/B086X23W9D?tag=pcbuilder00-20
41.99,TEAMGROUP,T-FORCE VULCAN TUF,16,2,DDR4,3000,16,https://amazon.com/dp/B07DB7P91W?tag=pcbuilder00-20
41.99,TEAMGROUP,T-Create Classic,16,2,DDR3,2666,19,https://amazon.com/dp/B08HLYSHJC?tag=pcbuilder00-20
42.61,Corsair,ValueSelect,8,1,DDR3,1600,11,https://amazon.com/dp/B00UVN2BNK?tag=pcbuilder00-20
42.88,Addlink,AG8GB32C16S4UBX2,16,2,DDR4,3200,16,https://amazon.com/dp/B09CKP4MVF?tag=pcbuilder00-20
42.97,SP Silicon Power,XPOWER Gaming,16,2,DDR4,3200,16,https://amazon.com/dp/B093LHDTQ9?tag=pcbuilder00-20
42.99,Patriot Memory,Viper Steel,16,1,DDR4,3000,16,https://amazon.com/dp/B07MV1TH2V?tag=pcbuilder00-20
42.99,Corsair,Vengeance LPX,8,2,DDR4,2400,16,https://amazon.com/dp/B019HVND88?tag=pcbuilder00-20
42.99,G.Skill,Ripjaws,16,1,DDR4,2400,16,https://amazon.com/dp/B017UC3UFC?tag=pcbuilder00-20
42.99,Crucial,CT16G4RFD424A,16,1,DDR4,2400,17,https://amazon.com/dp/B016MWQYFO?tag=pcbuilder00-20
42.99,Kingston,HyperX Fury Black,4,1,DDR3,1600,10,https://amazon.com/dp/B00J8E8ZWY?tag=pcbuilder00-20
42.99,Corsair,Vengeance 8,8,1,DDR3,1600,9,https://amazon.com/dp/B005T63BJM?tag=pcbuilder00-20
43.05,Patriot Memory,Viper Steel,8,2,DDR4,3200,16,https://amazon.com/dp/B07WMSJGS1?tag=pcbuilder00-20
43.06,HyperX,HyperX Fury,4,1,DDR3,1600,10,https://amazon.com/dp/B00J8E908M?tag=pcbuilder00-20
43.32,Kingston,HyperX Fury Blue,4,1,DDR3,1866,10,https://amazon.com/dp/B00J8E91BI?tag=pcbuilder00-20
43.32,HyperX,HyperX Fury Blue,4,1,DDR3,1600,10,https://amazon.com/dp/B00J8E92R6?tag=pcbuilder00-20
43.38,GIGABYTE,CT16G48C40U5,16,1,DDR5,4800,40,https://amazon.com/dp/B09HW2JNHX?tag=pcbuilder00-20
43.76,Crucial,Ballistix Sport,4,1,DDR3,1600,9,https://amazon.com/dp/B006WAGG14?tag=pcbuilder00-20
43.97,Kingston,KVR21N15S8/8,8,1,DDR4,2133,15,https://amazon.com/dp/B01CK7LHFW?tag=pcbuilder00-20
43.99,TEAMGROUP,T-Force Vulcan Z,16,2,DDR4,3200,16,https://amazon.com/dp/B07T637L7T?tag=pcbuilder00-20
43.99,TEAMGROUP,T-Force Vulcan Z,16,2,DDR4,3200,16,https://amazon.com/dp/B07T62Y4YN?tag=pcbuilder00-20
43.99,TEAMGROUP,T-FORCE VULCAN TUF,16,2,DDR4,3200,16,https://amazon.com/dp/B07DB6P367?tag=pcbuilder00-20
43.99,Mushkin,Essentials,16,2,DDR3,1600,11,https://amazon.com/dp/B00HOHSQVM?tag=pcbuilder00-20
44,Corsair,Vengeance LPX,16,2,DDR4,3200,16,https://amazon.com/dp/B07RS1G6XW?tag=pcbuilder00-20
44.48,Patriot Memory,Signature Line,8,2,DDR4,2400,16,https://amazon.com/dp/B016A29ETY?tag=pcbuilder00-20
44.5,Corsair,Vengeance,8,1,DDR3,1600,9,https://amazon.com/dp/B0085IZRSO?tag=pcbuilder00-20
44.89,Crucial,CT16G4RFD8266,16,1,DDR4,2666,19,https://amazon.com/dp/B01NCO0JCZ?tag=pcbuilder00-20
44.9,SAMSUNG,M386B4G70DM0-YK0,32,1,DDR3,1600,11,https://amazon.com/dp/B00TNTYAHS?tag=pcbuilder00-20
44.99,TEAMGROUP,Vulcan Z,16,2,DDR4,3600,18,https://amazon.com/dp/B08MF31FSZ?tag=pcbuilder00-20
44.99,G.Skill,RipJaws V,8,1,DDR4,3600,19,https://amazon.com/dp/B07D1NKV7H?tag=pcbuilder00-20
44.99,Patriot Memory,Viper Steel,16,1,DDR4,3200,16,https://amazon.com/dp/B07N3Z1RP8?tag=pcbuilder00-20
44.99,PROXMEM,PGD4U32818PX6-K1WC,16,2,DDR4,3200,18,https://amazon.com/dp/B0BXFWPC2D?tag=pcbuilder00-20
44.99,Corsair,Vengeance LPX,8,2,DDR4,2666,16,https://amazon.com/dp/B0123ZB70Q?tag=pcbuilder00-20
44.99,PNY,Performance,16,1,DDR4,2666,19,https://amazon.com/dp/B07YNF3KY4?tag=pcbuilder00-20
44.99,Patriot Memory,Signature Premium,16,2,DDR4,2666,19,https://amazon.com/dp/B07Q2BDXBG?tag=pcbuilder00-20
44.99,Patriot Memory,Viper 3,16,2,DDR3,1600,10,https://amazon.com/dp/B00453R808?tag=pcbuilder00-20
45.1,Patriot Memory,PSD416G24002,16,1,DDR4,2400,17,https://amazon.com/dp/B01M5CPKJ0?tag=pcbuilder00-20
45.36,OLOy,MD4U0836180BHKDA,16,2,DDR4,3600,18,https://amazon.com/dp/B085FY18JT?tag=pcbuilder00-20
45.78,Mushkin,Essentials,16,2,DDR4,2133,15,https://amazon.com/dp/B013C0GWQK?tag=pcbuilder00-20
45.79,Crucial,CT16G4DFD8266,16,1,DDR4,2666,19,https://amazon.com/dp/B0734V1YVL?tag=pcbuilder00-20
45.97,Crucial,CT8G4DFD824A,8,1,DDR4,2400,17,https://amazon.com/dp/B019FRED60?tag=pcbuilder00-20
45.99,G.Skill,Aegis,16,2,DDR4,3000,16,https://amazon.com/dp/B01IW7Z66U?tag=pcbuilder00-20
45.99,G.Skill,Ripjaws V,16,2,DDR4,2400,17,https://amazon.com/dp/B077Q8KWM1?tag=pcbuilder00-20
46.58,G.Skill,NT,8,2,DDR4,2400,15,https://amazon.com/dp/B015FXXGJI?tag=pcbuilder00-20
46.59,G.Skill,Ripjaws,16,1,DDR4,2133,15,https://amazon.com/dp/B017UC3NNG?tag=pcbuilder00-20
46.99,Crucial,CT16G52C42U5,16,1,DDR5,5200,42,https://amazon.com/dp/B0BLTHZ4WB?tag=pcbuilder00-20
46.99,TEAMGROUP,T-Create Expert,16,2,DDR4,3600,18,https://amazon.com/dp/B091FM9QZT?tag=pcbuilder00-20
46.99,G.Skill,Ripjaws V,16,2,DDR4,2666,19,https://amazon.com/dp/B07FZ5XSJP?tag=pcbuilder00-20
47,Crucial,CT16G4DFRA266,16,1,DDR4,2666,19,https://amazon.com/dp/B08C51FMP6?tag=pcbuilder00-20
47.02,XPG,AX4U32008G16A-DCBKD45,16,2,DDR4,3200,16,https://amazon.com/dp/B094WZGFCL?tag=pcbuilder00-20
47.44,Addlink,AG8GB32C16X4UBX2,16,2,DDR4,3200,16,https://amazon.com/dp/B09GFCH6RN?tag=pcbuilder00-20
47.59,G.Skill,RipJaws V,8,2,DDR4,3200,16,https://amazon.com/dp/B015FY2WEW?tag=pcbuilder00-20
47.84,Kingston,KVR21R15S4/8,8,1,DDR4,2133,15,https://amazon.com/dp/B00NLZAO8E?tag=pcbuilder00-20
47.89,SAMSUNG,M393A2K40CB2-CTD,16,1,DDR4,2666,19,https://amazon.com/dp/B07P6KHVZB?tag=pcbuilder00-20
47.95,Corsair,Vengeance LPX,8,2,DDR4,2133,15,https://amazon.com/dp/B0123ZAUAO?tag=pcbuilder00-20
47.99,Crucial,CT16G56C46U5,16,1,DDR5,5600,46,https://amazon.com/dp/B0BLTH3KWV?tag=pcbuilder00-20
47.99,GeIL,GAOR416GB3600C18BDC,16,2,DDR4,3600,18,https://amazon.com/dp/B08LXFMCKF?tag=pcbuilder00-20
47.99,PNY,XLR8,16,2,DDR4,2666,16,https://amazon.com/dp/B07NNQMS3W?tag=pcbuilder00-20
48.08,G.Skill,RipJaws V,8,2,DDR4,3200,16,https://amazon.com/dp/B01DMACWPK?tag=pcbuilder00-20
48.1,Crucial,Ballistix Sport,8,1,DDR3,1600,9,https://amazon.com/dp/B006YG9E7O?tag=pcbuilder00-20
48.28,G.Skill,Ripjaws X,8,2,DDR3,1866,9,https://amazon.com/dp/B004JM1ZG8?tag=pcbuilder00-20
48.76,G.Skill,Aegis,16,1,DDR4,2400,15,https://amazon.com/dp/B01C6XQCYG?tag=pcbuilder00-20
48.79,SP Silicon Power,SP032GBSFU320X22,32,2,DDR4,3200,22,https://amazon.com/dp/B09C8NP2FD?tag=pcbuilder00-20
48.84,G.Skill,Aegis,16,2,DDR4,2133,15,https://amazon.com/dp/B01AIZZ46G?tag=pcbuilder00-20
48.99,TEAMGROUP,ELITE U-DIMM,16,2,DDR5,5200,42,https://amazon.com/dp/B0BLC834H2?tag=pcbuilder00-20
48.99,Patriot Memory,PVSR416G360C0K,16,2,DDR4,3600,20,https://amazon.com/dp/B08N678TW4?tag=pcbuilder00-20
48.99,Lexar,LD4BU008G-R3600UDLH,16,2,DDR4,3600,18,https://amazon.com/dp/B099GXKWLZ?tag=pcbuilder00-20
48.99,Patriot Memory,Viper 4,16,2,DDR4,3200,16,https://amazon.com/dp/B07TS98LM6?tag=pcbuilder00-20
48.99,G.Skill,Ripjaws,16,2,DDR4,2400,16,https://amazon.com/dp/B017UC3VOM?tag=pcbuilder00-20
48.99,Kingston,ValueRAM,16,1,DDR4,2400,17,https://amazon.com/dp/B01N6XLGY4?tag=pcbuilder00-20
48.99,G.Skill,Aegis,16,2,DDR4,2400,17,https://amazon.com/dp/B074SYMV6R?tag=pcbuilder00-20
48.99,Crucial,CT8G4VFS4213,8,1,DDR4,2133,15,https://amazon.com/dp/B00MTSXML0?tag=pcbuilder00-20
49.84,SAMSUNG,107938,32,1,DDR4,2133,15,https://amazon.com/dp/B00URYU93C?tag=pcbuilder00-20
49.93,Kingston,ValueRAM,8,2,DDR3,1333,9,https://amazon.com/dp/B002K27KW2?tag=pcbuilder00-20
49.97,SP Silicon Power,XPOWER Zenith RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B093LLLPH7?tag=pcbuilder00-20
49.99,PROXMEM,PGD4U36818XX6-K1WC,16,2,DDR4,3600,18,https://amazon.com/dp/B0BXFWVY9F?tag=pcbuilder00-20
49.99,Corsair,Vengeance LPX,16,2,DDR4,3200,16,https://amazon.com/dp/B0143UM4TC?tag=pcbuilder00-20
49.99,XPG,AX4U32008G16A-DW50,16,2,DDR4,3200,16,https://amazon.com/dp/B092G5Y6QP?tag=pcbuilder00-20
49.99,SP Silicon Power,XPOWER Turbine RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B07R51H1F8?tag=pcbuilder00-20
49.99,PNY,Anarchy-X,16,2,DDR4,3200,16,https://amazon.com/dp/B077YCSHFV?tag=pcbuilder00-20
49.99,Corsair,Vengeance LPX,16,1,DDR4,3000,16,https://amazon.com/dp/B07B4GNMS9?tag=pcbuilder00-20
49.99,Patriot Memory,Viper Steel,16,2,DDR4,3000,16,https://amazon.com/dp/B07MTZN7ZD?tag=pcbuilder00-20
49.99,G.Skill,Ripjaws V,16,2,DDR4,3000,16,https://amazon.com/dp/B07GPM1DKS?tag=pcbuilder00-20
49.99,HyperX,Fury,4,1,DDR4,2666,16,https://amazon.com/dp/B07WCQRLF9?tag=pcbuilder00-20
49.99,Corsair,ValueSelect 16,16,1,DDR4,2666,18,https://amazon.com/dp/B075H7RD1R?tag=pcbuilder00-20
49.99,Corsair,Vengeance LPX,16,1,DDR4,2400,14,https://amazon.com/dp/B019HVQJ2U?tag=pcbuilder00-20
49.99,Corsair,Vengeance,8,2,DDR3,1600,9,https://amazon.com/dp/B00569K7LM?tag=pcbuilder00-20
50.37,Kingston,Server Premier,8,1,DDR4,2666,19,https://amazon.com/dp/B07BGB6TYS?tag=pcbuilder00-20
50.68,Mushkin,Enhanced Silverline,16,2,DDR4,2666,19,https://amazon.com/dp/B07FDQW2Q4?tag=pcbuilder00-20
50.99,G.Skill,RipJaws V,16,2,DDR4,3200,16,https://amazon.com/dp/B017RKV4N2?tag=pcbuilder00-20
50.99,Corsair,Vengeance Performance,16,2,DDR4,2400,16,https://amazon.com/dp/B019MRBKYG?tag=pcbuilder00-20
51.29,Corsair,Vengeance LPX,16,2,DDR4,2400,16,https://amazon.com/dp/B017NW5NZY?tag=pcbuilder00-20
51.42,G.Skill,Aegis,16,1,DDR4,2133,15,https://amazon.com/dp/B01BXI2XS4?tag=pcbuilder00-20
51.87,SP Silicon Power,SP008GBSFU240B02,8,1,DDR4,2400,17,https://amazon.com/dp/B06XP8XCMC?tag=pcbuilder00-20
51.99,Neo Forza,NMUD480E82-4400GG20,16,2,DDR4,4400,19,https://amazon.com/dp/B0B4KL5Z25?tag=pcbuilder00-20
51.99,Corsair,Vengeance LPX,16,2,DDR4,3600,18,https://amazon.com/dp/B07RM39V5F?tag=pcbuilder00-20
51.99,Neo Forza,NMGD480E82-3601DF20,16,2,DDR4,3600,18,https://amazon.com/dp/B0B4KKQKNR?tag=pcbuilder00-20
51.99,Corsair,Vengeance LPX,16,1,DDR4,2666,16,https://amazon.com/dp/B019HVO62A?tag=pcbuilder00-20
52.3,G.Skill,F4-2400C15D-16GNS,16,2,DDR4,2400,15,https://amazon.com/dp/B01DWGTW7A?tag=pcbuilder00-20
52.63,Supermicro,M391A2K43BB1-CPB,16,1,DDR4,2133,15,https://amazon.com/dp/B018CZWVVU?tag=pcbuilder00-20
52.99,G.Skill,RipJaws V,16,2,DDR4,3600,18,https://amazon.com/dp/B07XJLDHW4?tag=pcbuilder00-20
52.99,G.Skill,RipJaws V,16,2,DDR4,3200,16,https://amazon.com/dp/B015FXXBW0?tag=pcbuilder00-20
52.99,TEAMGROUP,T-Force Delta RGB,16,2,DDR4,3000,16,https://amazon.com/dp/B07B68XMV4?tag=pcbuilder00-20
52.99,TEAMGROUP,T-Force Delta RGB,16,2,DDR4,3000,16,https://amazon.com/dp/B079KL4ZHB?tag=pcbuilder00-20
52.99,G.Skill,RipJaws V,16,2,DDR4,2666,15,https://amazon.com/dp/B013J7LQYO?tag=pcbuilder00-20
53.88,OLOy,Warhawk Aura,16,2,DDR4,3200,16,https://amazon.com/dp/B07V235RWW?tag=pcbuilder00-20
53.93,SP Silicon Power,SP016GBLFU240B02,16,1,DDR4,2400,17,https://amazon.com/dp/B06XP84YGM?tag=pcbuilder00-20
53.99,TEAMGROUP,T-Force Delta RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B07RWDKZ2D?tag=pcbuilder00-20
53.99,TEAMGROUP,T-Force Delta RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B07T26FP12?tag=pcbuilder00-20
53.99,Corsair,Vengeance LPX,16,2,DDR4,2400,14,https://amazon.com/dp/B00S51XHUQ?tag=pcbuilder00-20
53.99,Corsair,ValueSelect,16,2,DDR4,2133,15,https://amazon.com/dp/B016BWESUI?tag=pcbuilder00-20
54.26,G.Skill,F4-3200C16S-16GIS,16,1,DDR4,3200,16,https://amazon.com/dp/B07YPXTPHZ?tag=pcbuilder00-20
54.29,Patriot Memory,PSD38G1600KH,8,2,DDR3,1600,11,https://amazon.com/dp/B004JKNJ0U?tag=pcbuilder00-20
54.38,Kingston,KTH-PL421/16G,16,1,DDR4,2133,15,https://amazon.com/dp/B00OPTURK0?tag=pcbuilder00-20
54.5,Crucial,CT2K8G4DFRA266,16,2,DDR4,2666,19,https://amazon.com/dp/B08C4T5Q5B?tag=pcbuilder00-20
54.53,OLOy,MD4U083618BESA,8,1,DDR4,3600,18,https://amazon.com/dp/B084RH5Q9K?tag=pcbuilder00-20
54.99,Lexar,LD4EU008G-R4000GDWA,16,2,DDR4,4000,18,https://amazon.com/dp/B09W19RQD7?tag=pcbuilder00-20
54.99,TEAMGROUP,T-Force Delta,16,2,DDR4,3200,16,https://amazon.com/dp/B07WRGQPDH?tag=pcbuilder00-20
54.99,Patriot Memory,PVE2432G320C8,32,1,DDR4,3200,18,https://amazon.com/dp/B0957ZHBCN?tag=pcbuilder00-20
54.99,Samsung,M378A2K43CB1-CTD,16,1,DDR4,2666,19,https://amazon.com/dp/B07F6L771D?tag=pcbuilder00-20
54.99,Corsair,XMS3,8,2,DDR3,1333,9,https://amazon.com/dp/B003N8GVUY?tag=pcbuilder00-20
55,Patriot Memory,Signature,8,2,DDR3,1600,11,https://amazon.com/dp/B004JKNIZQ?tag=pcbuilder00-20
55.26,SP Silicon Power,Power 16,16,2,DDR4,2666,19,https://amazon.com/dp/B08P46F9D6?tag=pcbuilder00-20
55.44,Kingston,KF552C40BBA-8,8,1,DDR5,5200,40,https://amazon.com/dp/B0B1QNMDKT?tag=pcbuilder00-20
55.81,Kingston,KVR48S40BS8-16,16,1,DDR5,4800,40,https://amazon.com/dp/B09TWJXG89?tag=pcbuilder00-20
55.99,Corsair,Vengeance LPX,16,2,DDR4,2666,16,https://amazon.com/dp/B0123ZC44Y?tag=pcbuilder00-20
55.99,Corsair,Vengeance LPX,16,2,DDR4,2666,16,https://amazon.com/dp/B01EI5YZSA?tag=pcbuilder00-20
55.99,Corsair,Vengeance LPX,16,2,DDR4,2666,16,https://amazon.com/dp/B06XRDVY76?tag=pcbuilder00-20
55.99,Crucial,CT2K8G4DFS824A,16,2,DDR4,2400,17,https://amazon.com/dp/B01BIWLED0?tag=pcbuilder00-20
56.99,Patriot Memory,Viper Steel,16,2,DDR4,3600,17,https://amazon.com/dp/B07N3W1T21?tag=pcbuilder00-20
56.99,Corsair,Vengeance LPX,16,2,DDR4,3000,16,https://amazon.com/dp/B07B2Y1N8B?tag=pcbuilder00-20
56.99,Corsair,Vengeance LPX,16,2,DDR4,3000,16,https://amazon.com/dp/B07B4G525F?tag=pcbuilder00-20
56.99,Corsair,Vengeance LPX,16,2,DDR4,2933,16,https://amazon.com/dp/B07CNJK2DB?tag=pcbuilder00-20
56.99,Mushkin,Enhanced Silverline,16,2,DDR4,2400,17,https://amazon.com/dp/B07CH7S1L7?tag=pcbuilder00-20
56.99,Mushkin,Enhanced Silverline,16,2,DDR4,2133,15,https://amazon.com/dp/B07CH15RH6?tag=pcbuilder00-20
57.75,G.Skill,F4-2400C17S-16GIS,16,1,DDR4,2400,17,https://amazon.com/dp/B0778MT621?tag=pcbuilder00-20
57.81,TEAMGROUP,T-Force Dark Za,16,2,DDR4,3600,18,https://amazon.com/dp/B07Z4P2P79?tag=pcbuilder00-20
57.99,Patriot Memory,PVB416G413C8K,16,2,DDR4,4133,18,https://amazon.com/dp/B08FMB2K5V?tag=pcbuilder00-20
57.99,Corsair,Vengeance LPX,16,2,DDR4,3000,15,https://amazon.com/dp/B0134EW7G8?tag=pcbuilder00-20
58.57,Kingston,HyperX Fury Red,8,1,DDR3,1866,10,https://amazon.com/dp/B00J8E91H2?tag=pcbuilder00-20
58.93,XPG,AX4U32008G16A-DCWHD45,16,2,DDR4,3200,16,https://amazon.com/dp/B09RQ6TFXP?tag=pcbuilder00-20
58.99,Patriot Memory,PVS432G320C6,32,1,DDR4,3200,16,https://amazon.com/dp/B0865LCHC3?tag=pcbuilder00-20
58.99,Patriot Memory,PVSR432G320C8,32,1,DDR4,3200,18,https://amazon.com/dp/B08N68GBQD?tag=pcbuilder00-20
58.99,G.Skill,Ares,16,2,DDR3,1600,10,https://amazon.com/dp/B0080GG6FE?tag=pcbuilder00-20
59.25,Crucial,CT16G4DFD824A,16,1,DDR4,2400,17,https://amazon.com/dp/B019FRBCQE?tag=pcbuilder00-20
59.48,Kingston,KCP421NS8/8,8,1,DDR4,2133,15,https://amazon.com/dp/B01COKKY5Y?tag=pcbuilder00-20
59.71,Corsair,Vengeance,8,2,DDR3,1600,9,https://amazon.com/dp/B004CRSM4I?tag=pcbuilder00-20
59.74,SAMSUNG,M393A4K40BB1-CRC,32,1,DDR4,2400,17,https://amazon.com/dp/B01DTJ8EU6?tag=pcbuilder00-20
59.99,PNY,MD16GSD54800-TB,16,1,DDR5,4800,40,https://amazon.com/dp/B09Q85VXP3?tag=pcbuilder00-20
59.99,Patriot Memory,PVS432G360C8,32,1,DDR4,3600,18,https://amazon.com/dp/B0865SG2SW?tag=pcbuilder00-20
59.99,G.Skill,RipJaws V,16,2,DDR4,3600,16,https://amazon.com/dp/B07X8DVDZZ?tag=pcbuilder00-20
59.99,Patriot Memory,PVE2432G360C0K,32,2,DDR4,3600,20,https://amazon.com/dp/B0957XLCFM?tag=pcbuilder00-20
59.99,Corsair,Vengeance LPX,16,2,DDR4,3200,16,https://amazon.com/dp/B01EI5ZRQY?tag=pcbuilder00-20
59.99,Corsair,Vengeance LPX,16,2,DDR4,3200,16,https://amazon.com/dp/B072LX99L9?tag=pcbuilder00-20
59.99,SP Silicon Power,Power 32,32,2,DDR4,2666,19,https://amazon.com/dp/B094D4GR96?tag=pcbuilder00-20
59.99,G.Skill,Ripjaws V,8,1,DDR4,2400,15,https://amazon.com/dp/B017QGNE6M?tag=pcbuilder00-20
59.99,G.Skill,Flare X,16,2,DDR4,2400,15,https://amazon.com/dp/B06ZZ7QS6L?tag=pcbuilder00-20
59.99,G.Skill,Ripjaws V,16,2,DDR4,2400,15,https://amazon.com/dp/B017WSVIMG?tag=pcbuilder00-20
59.99,G.Skill,Ripjaws 4,16,2,DDR4,2400,15,https://amazon.com/dp/B00S0DBGFC?tag=pcbuilder00-20
60,Corsair,Vengeance,8,2,DDR3,1600,9,https://amazon.com/dp/B004QBUL1C?tag=pcbuilder00-20
60.19,Crucial,CT16G4SFD824A,16,1,DDR4,2400,17,https://amazon.com/dp/B019FRBHZ0?tag=pcbuilder00-20
60.99,PNY,MD16GK2D4360018LP,16,2,DDR4,3600,18,https://amazon.com/dp/B09HS5C12M?tag=pcbuilder00-20
60.99,Crucial,CT2KIT102464BF160B,16,2,DDR3,1600,11,https://amazon.com/dp/B007B5S52C?tag=pcbuilder00-20
61.28,Crucial,CT2K8G4DFS8266,16,2,DDR4,2666,19,https://amazon.com/dp/B0734WQXT6?tag=pcbuilder00-20
61.46,GeIL,EVO Spear,16,2,DDR4,3000,16,https://amazon.com/dp/B075WFFPNS?tag=pcbuilder00-20
61.48,G.Skill,Trident Z RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B01HFR8XW2?tag=pcbuilder00-20
61.77,G.Skill,RipJaws V,16,1,DDR4,3200,16,https://amazon.com/dp/B0171GQXME?tag=pcbuilder00-20
61.99,Patriot Memory,Viper Venom,16,2,DDR5,5200,36,https://amazon.com/dp/B09XY688YP?tag=pcbuilder00-20
61.99,Corsair,Vengeance RGB Pro,16,1,DDR4,3600,18,https://amazon.com/dp/B08D6828YN?tag=pcbuilder00-20
62.4,Crucial,CT16G4SFD8266,16,1,DDR4,2666,19,https://amazon.com/dp/B071KP8CGJ?tag=pcbuilder00-20
62.99,Patriot Memory,Viper Venom,16,2,DDR5,5600,40,https://amazon.com/dp/B09XY6PBG9?tag=pcbuilder00-20
62.99,Patriot Memory,Viper Steel 16,16,2,DDR4,3733,17,https://amazon.com/dp/B07N43CYMS?tag=pcbuilder00-20
62.99,Corsair,Vengeance RGB PRO,16,2,DDR4,3200,16,https://amazon.com/dp/B07D1XCKWW?tag=pcbuilder00-20
62.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3200,16,https://amazon.com/dp/B08SQL9PZC?tag=pcbuilder00-20
62.99,G.Skill,Trident Z,16,2,DDR4,3200,16,https://amazon.com/dp/B01HFR96OQ?tag=pcbuilder00-20
62.99,KLEVV,CRAS X RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B07R15Z8YJ?tag=pcbuilder00-20
64.5,Crucial,CT16G4DFD832A,16,1,DDR4,3200,22,https://amazon.com/dp/B07Q4FX2D5?tag=pcbuilder00-20
64.51,Corsair,Vengeance LPX,16,2,DDR4,2133,13,https://amazon.com/dp/B0123ZCD36?tag=pcbuilder00-20
64.8,Kingston,KVR48S40BS6K2-16,16,2,DDR5,4800,40,https://amazon.com/dp/B09TWK15JR?tag=pcbuilder00-20
64.99,ADATA,AD5U480016G-S,16,1,DDR5,4800,40,https://amazon.com/dp/B09KG86HN9?tag=pcbuilder00-20
64.99,KLEVV,CRAS X RGB,16,2,DDR4,3600,18,https://amazon.com/dp/B087XHZN4N?tag=pcbuilder00-20
64.99,Kingston,KCP421ND8/16,16,1,DDR4,2133,15,https://amazon.com/dp/B01AD120RQ?tag=pcbuilder00-20
64.99,SAMSUNG,M393A2G40DB0-CPB0,16,1,DDR4,2133,15,https://amazon.com/dp/B00NTBF6TC?tag=pcbuilder00-20
65.04,G.Skill,RipJaws V,16,2,DDR4,3200,16,https://amazon.com/dp/B017WST5EE?tag=pcbuilder00-20
65.62,G.Skill,Aegis,16,2,DDR4,3200,16,https://amazon.com/dp/B07YV61K16?tag=pcbuilder00-20
66.44,Kingston Technology,KF556S40IB-16,16,1,DDR5,5600,40,https://amazon.com/dp/B0BRTJ88B7?tag=pcbuilder00-20
66.45,G.Skill,FORTIS 16,16,2,DDR4,2400,15,https://amazon.com/dp/B06XFQ6SQD?tag=pcbuilder00-20
66.99,Patriot Memory,PVS432G360C8K,32,2,DDR4,3600,18,https://amazon.com/dp/B088KSRW4S?tag=pcbuilder00-20
66.99,Corsair,Vengeance LPX,16,2,DDR4,3600,16,https://amazon.com/dp/B08PW3RDPN?tag=pcbuilder00-20
66.99,TEAMGROUP,T-Create Classic,32,2,DDR4,3200,22,https://amazon.com/dp/B08HLZ2P7M?tag=pcbuilder00-20
66.99,Corsair,Vengeance RGB Pro,16,2,DDR4,2666,16,https://amazon.com/dp/B07D1WWBL3?tag=pcbuilder00-20
66.99,G.Skill,Ripjaws X,16,2,DDR3,1866,10,https://amazon.com/dp/B006ZLJRO8?tag=pcbuilder00-20
67,G.Skill,F4-2400C15S-8GNT,8,1,DDR4,2400,15,https://amazon.com/dp/B015FY0OO2?tag=pcbuilder00-20
67.75,OLOy,Warhawk Aura,16,2,DDR4,3600,18,https://amazon.com/dp/B07V439NY2?tag=pcbuilder00-20
67.99,Corsair,Vengeance LPX,16,2,DDR4,3600,18,https://amazon.com/dp/B07FBVYFKH?tag=pcbuilder00-20
67.99,TEAMGROUP,T-Force Delta RGB,16,2,DDR4,3600,18,https://amazon.com/dp/B08FBGSPK2?tag=pcbuilder00-20
67.99,G.Skill,RipJaws V,16,2,DDR4,3600,19,https://amazon.com/dp/B07KTC3TBM?tag=pcbuilder00-20
67.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3200,16,https://amazon.com/dp/B08SQ31CGF?tag=pcbuilder00-20
67.99,XPG,AX4U320016G16A-DCBK20,32,2,DDR4,3200,16,https://amazon.com/dp/B08YSCLBTG?tag=pcbuilder00-20
67.99,XPG,Z1,32,2,DDR4,3200,16,https://amazon.com/dp/B085K1V4LY?tag=pcbuilder00-20
67.99,G.Skill,Sniper Gaming,16,2,DDR3,1866,10,https://amazon.com/dp/B008XW05Y8?tag=pcbuilder00-20
68.05,Crucial,CP2K16G4DFRA32A,32,2,DDR4,3200,22,https://amazon.com/dp/B0C29R9LNL?tag=pcbuilder00-20
68.29,SP Silicon Power,SP016GBLFU266B02,16,1,DDR4,2666,19,https://amazon.com/dp/B07NCJK1BN?tag=pcbuilder00-20
68.54,G.Skill,Sniper X,16,2,DDR4,3600,19,https://amazon.com/dp/B07F7MGB75?tag=pcbuilder00-20
68.95,Kingston,KVR24N17D8/16,16,1,DDR4,2400,17,https://amazon.com/dp/B01GCWQEOK?tag=pcbuilder00-20
68.99,G.Skill,Trident Z RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B01MTDEYHU?tag=pcbuilder00-20
68.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3200,16,https://amazon.com/dp/B08SQ75MP9?tag=pcbuilder00-20
68.99,G.Skill,Aegis,8,2,DDR4,2133,15,https://amazon.com/dp/B01BXHEW0W?tag=pcbuilder00-20
