Title,Price,Brand,Model,Ram size,Quantity,Ram type,Ram speed,DIMM_type,CAS latency,Link
G.Skill Trident Z Royal F4-4000C18Q-128GTRG 128GB 4x32GB DDR4 4000MHz Memory Module,845,G.Skill,Trident Z Royal,128 GB,4 x 32 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B08MFLGN8B?tag=pcbuilder00-20
G.Skill 32GB DDR4 TridentZ RGB 4000Mhz PC4-32000 CL15 1.5V Quad Channel Kit (4x8GB),391.26,G.Skill,Trident Z RGB,32 GB,4 x 8 GB,DDR4,4000 MHz,288-Pin,CL15,https://amazon.com/dp/B086N4BZSJ?tag=pcbuilder00-20
G.Skill Trident Z Royal 4000 128GB (kit) G.Skill Trident Z Royal Series (4X 32GB),902.16,G.Skill,Trident Z Royal,128 GB,4 x 32 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B08MFJW8GL?tag=pcbuilder00-20
G.Skill 32GB DDR4 Trident Z Royal Silver 4000Mhz PC4-32000 CL16 1.40V Dual Channel Kit (2x16GB),310.01,G.Skill,Trident Z Royal,32 GB,2 x 16 GB,DDR4,4000 MHz,288-Pin,CL16,https://amazon.com/dp/B08PNM3VTV?tag=pcbuilder00-20
G.SKILL 32GB (4 x 8GB) Trident Z Royal Series DDR4 PC4-32000 4000 MHz 288-Pin Desktop Memory,399 (Used),G.Skill,Trident Z Royal,32 GB,4 x 8 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B084MN2XMV?tag=pcbuilder00-20
G.SKILL 32GB (4 x 8GB) TridentZ RGB Series DDR4 PC4-32000 4000Mhz Intel Z370 Desktop Memory,449,G.SKILL,Trident Z RGB,32 GB,4 x 8 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B07BF3TM6G?tag=pcbuilder00-20
G.SKILL 32GB (2 x 16GB) TridentZ Series DDR4 PC4-32000 4000Mhz Intel Z370 Desktop Memory Model,389,G.Skill,Trident Z,32 GB,2 x 16 GB,DDR4,4000 MHz,288-Pin,CL19,https://amazon.com/dp/B07BF2S38H?tag=pcbuilder00-20
G.Skill Trident Z Royal Series 32GB (4 x 8GB) 288-Pin DDR4 4000MHz PC4-32000 Desktop Memory Collector Edition,/A,G.Skill,Trident Z Royal,32 GB,4 x 8 GB,DDR4,4000 MHz,288-Pin,CL17,https://amazon.com/dp/B07XJR8PYQ?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) Trident Z Royal Series Trident Z Royal Series PC4-32000 4000 MHz 288-Pin Desktop Memory,149.35,G.Skill,Trident Z Royal,16 GB,2 x 8 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B084M6479G?tag=pcbuilder00-20
G.Skill 64GB DDR4 Trident Z Royal Silver 4000Mhz PC4-32000 CL18 1.40V Dual Channel Kit (2x32GB),348.51,G.Skill,Trident Z Royal,64 GB,2 x 32 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B08QZYCNLD?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) Ripjaws V Series DDR4 PC4-32000 4000MHz Desktop Memory,149.12,G.Skill,Ripjaws V,16 GB,2 x 8 GB,DDR4,4000 MHz,288-Pin,CL15,https://amazon.com/dp/B0866XMC1M?tag=pcbuilder00-20
G.SKILL 64GB (8 x 8GB) Ripjaws V Series PC4 32000 4000MHz 288-Pin SDRAM DDR4 Desktop Memory,632.90,G.Skill,Ripjaws V,64 GB,8 x 8 GB,DDR4,4000 MHz,288-Pin,CL15,https://amazon.com/dp/B086H27N16?tag=pcbuilder00-20
G.SKILL 64GB (8 x 8GB) TridentZ RGB Series DDR4 SDRAM (PC4 32000) 4000MHz 288-Pin Desktop Memory,/A,G.Skill,Trident Z RGB,64 GB,8 x 8 GB,DDR4,4000 MHz,288-Pin,CL15,https://amazon.com/dp/B086DX7TSD?tag=pcbuilder00-20
G.SKILL 32GB (4 x 8GB) Trident Z Royal Series SDRAM DDR4 PC4-32000 4000MHz Desktop Memory,395.63,G.Skill,Trident Z Royal,32 GB,4 x 8 GB,DDR4,4000 MHz,288-Pin,CL17,https://amazon.com/dp/B07WW53FKF?tag=pcbuilder00-20
Corsair Vengeance LPX 128GB (4x32GB) DDR4 4000 (PC4-32000) C181.35V with Airflow Fan,/A,Corsair,Vengeance LPX,128 GB,4 x 32 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B087QQVHNH?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) TridentZ Series DDR4 PC4-32000 4000MHz Memory Desktop Memory,126.19,G.Skill,Trident Z,16 GB,2 x 8 GB,DDR4,4000 MHz,288-Pin,CL18,https://amazon.com/dp/B06XGNTMFH?tag=pcbuilder00-20
Corsair Dominator Platinum Series 8GB (2 x 4GB) DDR4 DRAM 4000MHz C19 Memory Kit,/A,Corsair,Dominator Platinum,8 GB,2 x 4 GB,DDR4,4000 MHz,288-Pin,CL19,https://amazon.com/dp/B01F3Z64L0?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) TridentZ Series DDR4 PC4-32000 4000MHz 288-Pin Desktop Memory Model,/A,G.Skill,Trident Z,16 GB,2 x 8 GB,DDR4,4000 MHz,288-Pin,CL19,https://amazon.com/dp/B01N1JL0NH?tag=pcbuilder00-20
G.SKILL F4-3866C18Q-32GTZR Trident Z RGB Series 32 GB (8 GB x 4) DDR4 3866 MHz PC4-30900 CL18 Dual Channel Memory Kit,/A,G.Skill,Trident Z RGB,32 GB,4 x 8 GB,DDR4,3866 MHz,288-Pin,CL18,https://amazon.com/dp/B01N9QMYDG?tag=pcbuilder00-20
Corsair Dominator Platinum 16GB 2x8GB DDR4 3866 PC4-30900 C18 - Intel 100/200 Series,/A,Corsair,Dominator Platinum,16 GB,2 x 8 GB,DDR4,3866 MHz,288-Pin,CL18,https://amazon.com/dp/B06XKL7G59?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) TridentZ RGB Series DDR4 PC4-30900 3866MHz Desktop Memory,/A,G.Skill,Trident Z RGB,16 GB,2 x 8 GB,DDR4,3866 MHz,288-Pin,CL18,https://amazon.com/dp/B01N5WGNDN?tag=pcbuilder00-20
G.Skill 8GB DDR4 PC4-30900 3866MHz Ripjaws V for Intel Z170/X99 CL18 Dual Channel kit (2x4GB) 1.35V,/A,G.Skill,Ripjaws V,8 GB,2 x 4 GB,DDR4,3866 MHz,288-Pin,CL18,https://amazon.com/dp/B0199SUVAC?tag=pcbuilder00-20
G.SKILL 32GB (4 x 8GB) TridentZ Series DDR4 PC4-30000 3866MHz 288-Pin Desktop Memory,/A,G.Skill,Trident Z,32 GB,4 x 8 GB,DDR4,3866 MHz,288-Pin,CL18,https://amazon.com/dp/B06XSPS921?tag=pcbuilder00-20
"G.Skill Trident Z Neo, 16GB (2 x 8GB) DDR4-3800MHz 288-Pin CL14 RGB Desktop Memory",332,G.Skill,Trident Z Neo,16 GB,2 x 8 GB,DDR4,3800 MHz,288-Pin,CL14,https://amazon.com/dp/B07ZTNFGSK?tag=pcbuilder00-20
G.Skill 32GB Trident Z Neo DDR4 3800MHz PC4-30400 CL14 RGB Quad Channel Kit (4X 8GB),/A,G.Skill,Trident Z Neo,32 GB,4 x 8 GB,DDR4,3800 MHz,288-Pin,CL14,https://amazon.com/dp/B081F5Z8SC?tag=pcbuilder00-20
G.Skill 32GB Trident Z NEO RGB DDR4 3800MHz PC4-30400 CL14 Dual Channel Kit (2X 16GB),/A,G.Skill,Trident Z Neo,32 GB,2 x 16 GB,DDR4,3800 MHz,288-Pin,CL14,https://amazon.com/dp/B08Q4MQLHQ?tag=pcbuilder00-20
"Corsair Dominator Platinum RGB, 128GB (8 x 16GB) DDR4-3800MHz CL19 Desktop Memory",/A,Corsair,Dominator Platinum,128 GB,8 x 16 GB,DDR4,3800 MHz,288-Pin,CL19,https://amazon.com/dp/B07RGPXVDY?tag=pcbuilder00-20
Corsair Vengeance LPX 128GB (8x16GB) DDR4 3800 (PC4-30400) C19 Desktop memory for Intel X299 PC memory,/A,Corsair,Vengeance LPX,128 GB,8 x 16 GB,DDR4,3800 MHz,288-Pin,CL19,https://amazon.com/dp/B07487LMRP?tag=pcbuilder00-20
Corsair Vengeance LPX 64GB (4x16GB) DDR4 3733 (PC4-29800) C17 with Airflow for Intel Z370 - black PC memory,512,Corsair,Vengeance LPX,64 GB,4 x 16 GB,DDR4,3733 MHz,288-Pin,CL17,https://amazon.com/dp/B077J2G2BS?tag=pcbuilder00-20
Kingston HyperX Fury RGB 16GB 3733MHz DDR4 Ram CL19 DIMM (Kit of 2) 1Rx8 RGB Desktop Memory Infared Sync Technology,/A,Kingston,HyperX Fury,16 GB,2 x 8 GB,DDR4,3733 MHz,288-Pin,CL19,https://amazon.com/dp/B083PYLMYB?tag=pcbuilder00-20
"HyperX Fury RGB 32GB 3733MHz DDR4 Ram CL19 DIMM (Kit of 2) 1Rx8 RGB Desktop Memory Infared Sync Technology, 32GB kit (2 x 16GB)",/A,HyperX,Fury RGB,32 GB,2 x 16 GB,DDR4,3733 MHz,288-Pin,CL19,https://amazon.com/dp/B083PXC5L3?tag=pcbuilder00-20
Patriot Viper Steel DDR4 16GB (2 x 8GB) 3733MHz Performance Memory Kit,62.99,Patriot Memory,Viper Steel 16,16 GB,2 x 8 GB,DDR4,3733 MHz,288-Pin,CL17,https://amazon.com/dp/B07N43CYMS?tag=pcbuilder00-20
Corsair Vengeance RGB PRO 32GB (4 x 8GB) DDR4 3733MHz C17 XMP 2.0 Enthusiast RGB LED Lighting Memory Kit,/A,Corsair,Vengeance RGB Pro,32 GB,4 x 8 GB,DDR4,3733 MHz,288-Pin,CL17,https://amazon.com/dp/B07L4FZS68?tag=pcbuilder00-20
"Corsair Vengeance LPX, 16GB (2 x 8GB) DDR4-3600MHz CL18 Desktop Memory",51.99,Corsair,Vengeance LPX,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07RM39V5F?tag=pcbuilder00-20
"Corsair Vengeance LPX, 32GB (2 x 16GB) DDR4-3600MHz CL18 Desktop Memory",91.95,Corsair,Vengeance LPX,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07ZPLM1R1?tag=pcbuilder00-20
"Corsair Vengeance LPX, 64GB (2 x 32GB) DDR4-3200MHz CL16 Desktop Memory",179.99,Corsair,Vengeance LPX,64 GB,2 x 32 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B07Y4ZZ7LQ?tag=pcbuilder00-20
"Corsair Vengeance LPX, 64GB (2 x 32GB) DDR4-3600MHz 288-Pin CL18 Desktop Memory",189.99,Corsair,Vengeance LPX,64 GB,2 x 32 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07YV9VYYY?tag=pcbuilder00-20
"Corsair Vengeance LPX, 32GB (4 x 8GB) DDR4-3600MHz CL18 Desktop Memory",124.99,Corsair,Vengeance LPX,32 GB,4 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07RGPWFY2?tag=pcbuilder00-20
"Corsair Vengeance LPX, 32GB (2 x 16GB) DDR4-3600MHz CL20 AMD Optimized Desktop Memory",/A,Corsair,Vengeance LPX,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL20,https://amazon.com/dp/B0873PF3HQ?tag=pcbuilder00-20
"Corsair Vengeance LPX, 32GB (4 x 8GB) DDR4-3200MHz Desktop Memory with CL16",114.99,Corsair,Vengeance LPX,32 GB,4 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B078MGCL42?tag=pcbuilder00-20
Corsair Vengeance LPX 16GB (2x 8GB) DDR4 3600(PC4-28800) C18 1.35V Desktop Memory,67.99,Corsair,Vengeance LPX,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07FBVYFKH?tag=pcbuilder00-20
Crucial Ballistix 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 64GB (32GBx2) CL16,/A,Crucial,Ballistix 3600,64 GB,2 x 32 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083TSLC72?tag=pcbuilder00-20
"Crucial Ballistix, 16GB (2 x 8GB) DDR4-3600MHz DRAM Desktop Gaming Memory",/A,Crucial,Ballistix,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083V93HJG?tag=pcbuilder00-20
"Crucial Ballistix, 16GB (2 x 8GB) DDR4-3600MHz DRAM Desktop Gaming Memory",/A,Crucial,Ballistix,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083TRX7FX?tag=pcbuilder00-20
"Crucial Ballistix, 16GB (2 x 8GB) DDR4-3600MHz DRAM CL16 Desktop Gaming Memory",/A,Crucial,Ballistix,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083TSFB5C?tag=pcbuilder00-20
"Crucial Ballistix, 32GB (2 x 16GB) DDR4-3600MHz DRAM CL16 Desktop Gaming Memory",169.99,Crucial,Ballistix,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083TRXZ98?tag=pcbuilder00-20
Crucial Ballistix 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,/A,Crucial,Ballistix 3600,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083TRXZ9N?tag=pcbuilder00-20
Crucial Ballistix 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 64GB (32GBx2),/A,Crucial,Ballistix 3600,64 GB,2 x 32 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083TTCSH5?tag=pcbuilder00-20
Crucial Ballistix 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,/A,Crucial,Ballistix 3600,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083TT9KTT?tag=pcbuilder00-20
"Corsair Vengeance RGB Pro, 16GB (2 x 8GB) DDR4-3600MHz CL18 Desktop Memory",77.99,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B085SNZQTJ?tag=pcbuilder00-20
"Corsair Vengeance RGB PRO, 128GB (4 x 32GB) DDR4-3600MHz CL18 Desktop Memory",419.99,Corsair,Vengeance RGB Pro,128 GB,4 x 32 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B083JVJYMG?tag=pcbuilder00-20
Corsair Vengeance RGB Pro 64GB (4x16GB) DDR4 3600 (PC4-28800) C18 Desktop Memory,229.99,Corsair,Vengeance RGB Pro,64 GB,4 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08GSSY4J4?tag=pcbuilder00-20
Corsair Vengeance RGB Pro SL 32GB (2x16GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,109.99,Corsair,Vengeance RGB Pro,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08SQRF8MJ?tag=pcbuilder00-20
Corsair Vengeance RGB Pro 16GB (2x8GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,73.99,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08SQCZSS8?tag=pcbuilder00-20
Corsair Vengeance RGB Pro 16GB (2x8GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,69.99,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08SQ75MP7?tag=pcbuilder00-20
Corsair Vengeance RGB PRO 64GB (2x32GB) DDR4 3600 (PC4-28800) C18 Desktop Memory,227.99,Corsair,Vengeance RGB Pro,64 GB,2 x 32 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B081BTFN1B?tag=pcbuilder00-20
"HyperX Fury RGB, 16GB (2 x 8GB) DDR4-3600MHz RGB CL17 Desktop Memory with Infrared Sync Technology",/A,HyperX,Fury RGB,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL17,https://amazon.com/dp/B083Q1FG6C?tag=pcbuilder00-20
CORSAIR VENGEANCE RGB PRO 32GB (4x8GB) DDR4 3600MHz C18 LED Desktop Memory,156.99,Corsair,Vengeance RGB Pro,32 GB,4 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07D1TT84Z?tag=pcbuilder00-20
CORSAIR VENGEANCE RGB PRO 16GB (2x8GB) DDR4 3600MHz C18 LED Desktop Memory,77.99,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07D1XJ8J9?tag=pcbuilder00-20
"Corsair Vengeance RGB Pro, 16GB (2 x 8GB) DDR4-3600MHz CL18 RGB Desktop Memory",77.99,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07D5RBTQG?tag=pcbuilder00-20
"Corsiar Vengeance RGB Pro, 32GB (4 x 8GB) DDR4-3600MHz CL18 LED Desktop Memory",156.99,Corsair,Vengeance RGB Pro,32 GB,4 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07D5SDT6M?tag=pcbuilder00-20
CORSAIR VENGEANCE RGB PRO 64GB (8x8GB) DDR4 3600MHz C18 LED Desktop Memory,/A,Corsair,Vengeance RGB Pro,64 GB,8 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07D7B5PJV?tag=pcbuilder00-20
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR4 3600MHz C18 Desktop Memory,/A,Corsair,Vengeance RGB,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B078MHWQ78?tag=pcbuilder00-20
TEAMGROUP T-Force Vulcan Z DDR4 32GB Kit (2x16GB) 3600MHz (PC4-28800) CL18 Desktop Memory Module Ram,79.99,TEAMGROUP,T-FORCE VULCAN Z,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08MDZ9YFR?tag=pcbuilder00-20
TEAMGROUP T-Force Vulcan Z DDR4 16GB Kit (2x8GB) 3600MHz (PC4-28800) CL18 Desktop Memory Module Ram,44.99,TEAMGROUP,Vulcan Z,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08MF31FSZ?tag=pcbuilder00-20
"Crucial Ballistix RGB, 16GB (2 x 8GB) DDR4-3600 MHz DRAM Desktop Gaming Memory",/A,Crucial,Ballistix,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083VN642Z?tag=pcbuilder00-20
"Crucial Ballistix RGB, 16GB (2 x 8GB) DDR4-3600MHz DRAM Desktop Gaming Memory",/A,Crucial,Ballistix,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083VN3YFH?tag=pcbuilder00-20
"Crucial Ballistix RGB, 32GB (2 x 16GB) DDR4-3600MHz DRAM Desktop Gaming Memory with CL16",/A,Crucial,Ballistix RGB,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083VNMP87?tag=pcbuilder00-20
Crucial Ballistix RGB 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 64GB (32GBx2) CL16,/A,Crucial,Ballistix RGB,64 GB,2 x 32 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083VMZX6S?tag=pcbuilder00-20
Crucial Ballistix RGB 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 16GB (8GBx2) CL16 BL2K8G36C16U4RL (RED),/A,Crucial,BL2K8G36C16U4RL,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083VMSWWJ?tag=pcbuilder00-20
Crucial Ballistix RGB 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,/A,Crucial,Ballistix RGB,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083VN3CP1?tag=pcbuilder00-20
Crucial Ballistix RGB 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,335,Crucial,Ballistix RGB,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B083VMSRJJ?tag=pcbuilder00-20
TEAMGROUP T-Force Delta RGB DDR4 32GB (2x16GB) 3600MHz (PC4-28800) CL18 Desktop Gaming Memory Module Ram,88.99,TEAMGROUP,T-Force Delta RGB,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08CM4V24M?tag=pcbuilder00-20
TEAMGROUP T-Force Delta RGB DDR4 32GB (2x16GB) 3600MHz (PC4-28800) CL18 Desktop Gaming Memory Module Ram,88.99,TEAMGROUP,T-Force Delta,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08CLY6NMN?tag=pcbuilder00-20
TEAMGROUP T-Force Delta RGB DDR4 16GB (2x8GB) 3600MHz (PC4-28800) CL18 Desktop Gaming Memory Module Ram,67.99,TEAMGROUP,T-Force Delta RGB,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B08FBGSPK2?tag=pcbuilder00-20
"Patriot Viper Steel Series, 16GB (2 x 8GB) DDR4-3600MHz 288-Pin CL16 Desktop Memory",56.99,Patriot Memory,Viper Steel,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL17,https://amazon.com/dp/B07N3W1T21?tag=pcbuilder00-20
"Corsair Vengeance RGB Pro, 16GB (2 x 8GB) DDR4-3600MHz CL18 Desktop Memory",69.99,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07TB3R9JB?tag=pcbuilder00-20
Patriot Viper Steel DDR4 32GB (1 x 32GB) 3600 MHz Module - PVS432G360C8,59.99,Patriot Memory,PVS432G360C8,32 GB,1 x 32 GB,DDR4,3600 MHz,288-pin,CL18,https://amazon.com/dp/B0865SG2SW?tag=pcbuilder00-20
Patriot Viper Steel DDR4 16GB (1 x 16GB) 3600MHz Module - PVS416G360C8,32.99,Patriot Memory,PVS416G360C8,16 GB,1 x 16 GB,DDR4,3600 MHz,288-pin,CL18,https://amazon.com/dp/B088KSS19N?tag=pcbuilder00-20
"Corsair Vengeance RGB PRO, 32GB (2 x 16GB) DDR4-3600MHz CL18 AMD Optimized Memory",99.99,Corsair,Vengeance RGB Pro,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B082DGZJ9C?tag=pcbuilder00-20
Patriot Memory Viper Steel DDR4 32GB (2 x 16GB) 3600MHz Kit,66.99,Patriot Memory,PVS432G360C8K,32 GB,2 x 16 GB,DDR4,3600 MHz,288-PIN,CL18,https://amazon.com/dp/B088KSRW4S?tag=pcbuilder00-20
Patriot Viper 4 Blackout Series DDR4 16GB (2 x 8GB) 3600MHz Kit CL18,38.99,Patriot Memory,Viper Blackout,16 GB,2 x 8 GB,DDR4,3600 MHz,288-pin,CL18,https://amazon.com/dp/B08GKYGH68?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 64GB (4x16GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,299.99,Corsair,CMT64GX4M4K3600C18,64 GB,4 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07N3HJ2DQ?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 32GB (4x8GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,229.99,Corsair,Dominator Platinum RGB,32 GB,4 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B088MY8P5V?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 16GB (2x8GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,109.99,Corsair,Dominator Platinum RGB,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B088MYG52D?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 16GB (2x8GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,109.99,Corsair,Dominator Platinum RGB,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07N3HCWJG?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 32GB (4x8GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,209.99,Corsair,Dominator Platinum,32 GB,4 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07N3H9MYS?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 64GB (4x16GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory,309.99,Corsair,Dominator Platinum RGB,64 GB,4 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B088MY3N39?tag=pcbuilder00-20
Corsair Vengeance RGB Pro 16GB (2x8GB) DDR4 3600 (PC4-28800) C18 AMD Optimized Memory,88.99,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07TC4TPCN?tag=pcbuilder00-20
Patriot Viper 4 Blackout SeriesDDR4 64GB (2 x 32GB) 3600MHz Kit,189.99,Patriot Memory,Viper 4 Blackout,64 GB,2 x 32 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B0865HHQYT?tag=pcbuilder00-20
Patriot Viper 4 Blackout Series DDR4 16GB (2 x 8GB) 3600MHz Kit,/A,Patriot Memory,Viper 4 Blackout,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL17,https://amazon.com/dp/B07TVFBHVY?tag=pcbuilder00-20
"G.Skill RipJaws V Series, 16GB (2 x 8GB) DDR4-3600MHz 288-Pin SDRAM CL16 Dual Channel Desktop Memory",59.99,G.Skill,RipJaws V,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL16,https://amazon.com/dp/B07X8DVDZZ?tag=pcbuilder00-20
TEAMGROUP T-Force Dark Z 16GB Kit (2x8GB) DDR4 Dram 3600MHz (PC4-28800) CL18 288-Pin Desktop Memory Module Ram,72.70,TEAMGROUP,T-Force Dark Z,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07WRLF8QL?tag=pcbuilder00-20
"TEAMGROUP T-Force Dark Za, 32GB (2 x 16GB) DDR4-3600MHz 288-Pin SDRAM CL18 Desktop Gaming Memory",86.99,TEAMGROUP,T-Force Dark Za,32 GB,2 x 16 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07Z4NTYDM?tag=pcbuilder00-20
"TEAMGROUP T-Force Dark Z, 16GB (2 x 8GB) DDR4-3600MHz CL18 Desktop Gaming Memory with CL18",57.81,TEAMGROUP,T-Force Dark Za,16 GB,2 x 8 GB,DDR4,3600 MHz,288-Pin,CL18,https://amazon.com/dp/B07Z4P2P79?tag=pcbuilder00-20
